Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication *,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
vorasidenib,,9/10/18,Treatment of glioma,Designated,Not FDA Approved for Orphan Indication,,,,,Servier Pharmaceuticals LLC,200 Pier Four Blvd,,Boston,Massachusetts,2210,United States,649318
voretigene neparvovec-rzyl,LUXTURNA,3/18/15,Treatment of inherited retinal dystrophy due to biallelic RPE65 gene mutations,Designated/Approved,,an adeno-associated virus vector-based gene therapy indicated for the treatment of patients with confirmed biallelic RPE65 mutation-associated retinal dystrophy. Patients must have viable retinal cells determined by a treating physician, 12/19/2017 , 12/19/2024 ,Treatment of patients with confirmed biallelic RPE65 mutation-associated retinal distrophy. Patients must have viable retinal cells determined by a treating physician.,"Spark Therapeutics, Inc.",3737 Market Street,Suite 1300,Philadelphia,Pennsylvania,19104,United States,466414
vorinostat,,10/13/16,"Treatment of advanced melanoma (stages IIb, IIc, III, and IV)",Designated,Not FDA Approved for Orphan Indication,,,,,Qameleon Therapeutics,Moslaan 32,1433 WJ,Kudelstaart,Noord-Holland,,Netherlands,540116
vorinostat,Zolinza,3/16/04,Treatment of T-cell non-Hodgkin's lymphoma,Designated/Approved,,"Treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma (CTCL) who have progressive, persistant or recurrent disease on or following two systemic therapies.", 10/06/2006 , 10/06/2013 ,,"Merck & Co., Inc.","P. O. Box 2000, RY 32-605",,Rahway,New Jersey,7065,United States,174203
vorinostat,,6/12/03,Treatment of multiple myeloma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Merck Research Laboratories,"Merck & Co., Inc.","P. O. Box 2000, RY 33-212",Rahway,New Jersey,7065,United States,169503
vorinostat,,3/17/04,Treatment of mesothelioma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Merck & Co., Inc.","P. O. Box 2000, RY 32-605",,Rahway,New Jersey,7065,United States,177203
vosaroxin,,10/28/09,Treatment of acute myeloid leukemia,Designated,Not FDA Approved for Orphan Indication,,,,,"Sunesis Pharmaceuticals, Inc.",395 Oyster Point Blvd,Suite 400,South San Francisco,California,94080,United States,294509
vosoritide,Voxzogo,1/17/13,Treatment of achondroplasia,Designated/Approved,,To increase linear growth in pediatric patients with achondroplasia who are 5 years of age and older with open epiphyses, 11/19/2021 ,  ,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,94949,United States,386012
Voxelotor,OXBRYTA,12/29/15,Treatment of sickle cell disease (SCD).,Designated/Approved,,OXBRYTA is indicated for the treatment of sickle cell disease (SCD) in adults and pediatric patients 12 years of age and older., 11/25/2019 , 11/25/2026 ,Indicated for the treatment of sickle cell disease (SCD) in adults and pediatric patients 12 years of age and older.,"Global Blood Therapeutics, Inc.",171 Oyster Point Blvd,Suite 300,South San Francisco,California,94080,United States,499715
voxelotor,Oxbryta,12/29/15,Treatment of sickle cell disease (SCD).,Designated/Approved,,treatment of sickle cell disease (SCD) in adults and pediatric patients 4 years of age and older, 12/17/2021 ,  ,,"Global Blood Therapeutics, Inc.",181 Oyster Point Blvd,,South San Francisco,California,94080,United States,499715
vutrisiran,,5/25/18,Treatment of transthyretin-mediated amyloidosis (ATTR amyloidosis),Designated,Not FDA Approved for Orphan Indication,,,,,"Alnylam Pharmaceuticals, Inc.",300 Third Street,,Cambridge,Massachusetts,2142,United States,637618
VX-121/tezacaftor/deutivacaftor,,10/26/20,treatment of cystic fibrosis,Designated,Not FDA Approved for Orphan Indication,,,,,Vertex Pharmaceuticals Incorporated,50 Northern Avenue,,Boston,Massachusetts,2210,United States,777220
Water-miscible vitamin A palmitate,,3/26/10,Prevention of bronchopulmonary dysplasia.,Designated,Not FDA Approved for Orphan Indication,,,,,"Fox Pharma, Inc.",6097 Hidden Valley Drive,,Doylestown,Pennsylvania,18902,United States,295109
Wharton's jelly mesenchymal stem cells,,9/27/16,Treatment of graft-versus-host disease,Designated,Not FDA Approved for Orphan Indication,,,,,Midwest Stem Cell Therapy Center,University of Kansas Medical Center,3901 Rainbow Boulevard,Kansas City,Kansas,66160,United States,535016
Xenogeneic hepatocytes,,11/27/98,Treatment of severe liver failure.,Designated,Not FDA Approved for Orphan Indication,,,,,"Circe Biomedical, Inc.",99 Hayden Ave.,,Lexington,Massachusetts,2421,United States,117098
xenon gas,,12/3/14,Treatment of hypoxic ischemic encephalopathy,Designated,Not FDA Approved for Orphan Indication,,,,,Neuroprotexeon,Imperial Innovations,London SW7 2PG,London,,,United Kingdom,455714
xenon gas,,5/18/15,To improve neurological outcome in hospitalized cardiac arrest patients.,Designated,Not FDA Approved for Orphan Indication,,,,,Neuroprotexeon,Imperial Innovations,London SW7 2PG,London,,,United Kingdom,461914
Yersinia pestis plague recombinant antigen (rF1V; F1 capsular protein fused to V antigen; E. coli) vaccine with aluminum hydroxide,,11/30/16,Prevention of plague (Yersinia pestis),Designated,Not FDA Approved for Orphan Indication,,,,,"The Surgeon General, Department of the Army",Medical Research and Materiel Command 1430 Veterans Drive,,Fort Detrick,Maryland,21702-5009,United States,491615
yinfenidone,,8/10/17,Treatment of idiopathic pulmonary fibrosis,Designated,Not FDA Approved for Orphan Indication,,,,,"Sunshine Lake Pharma Co., Ltd",Northern Industry Road #1,Song Shan Lake,Dongguan,Guangdong,,China,594517
Yttrium (90Y) antiferritin polyclonal antibodies,,9/18/06,Treatment of Hodgkin's disease.,Designated,Not FDA Approved for Orphan Indication,,,,,"Alissa Pharma, LLC",341 North Woodland St.,,Englewood,New Jersey,7631,United States,228606
Yttrium(90Y)-DTPA-radiolabelled chimeric monoclonal antibody against frizzled homologue 10,,12/3/12,Treatment of soft tissue sarcoma,Designated,Not FDA Approved for Orphan Indication,,,,,"OncoTherapy Science, Inc.",Kanagawa Science Park R & D D-6F,,Kawasaki-shi,Kanagawa,,Japan,383012
Yttrium-90 radiolabeled humanized monoclonal anti-carcinoembroyonic antigen IgG antibody,,8/3/99,Treatment of ovarian carcinoma.,Designated,Not FDA Approved for Orphan Indication,,,,,"Immunomedics, Inc.",300 American Road,,Morris Plains,New Jersey,7950,United States,124499
Zalcitabine,,12/9/86,Treatment of AIDS.,Designated,Not FDA Approved for Orphan Indication,,,,,"National Cancer Institute, DCT","NIH, Executive Plaza North, Room 7-18",,Bethesda,Maryland,20892,United States,17586
Zalcitabine,Hivid,6/28/88,Treatment of AIDS.,Designated/Approved,,Combination therapy with zidovudine is indicated for the treatment of adult patients with advanced HIV infection (CD4 count < 300) who have demonstrated malignant clinical or immunologic deterioration., 06/19/1992 , 06/19/1999 ,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,7110,United States,28388
Zamicastat,,7/15/19,Treatment of pulmonary arterial hypertension (PAH) (pulmonary hypertension WHO Group 1),Designated,Not FDA Approved for Orphan Indication,,,,,"Bial-Portela & C., S.A.",Av. da Siderurgia Nacional,4745-457 S. Mamede do Coronado,Coronado,,,Portugal,693619
Zandelisib,,11/9/21,Treatment of follicular lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"MEI Pharma, Inc.",11455 El Camino Real,Suite 250,San Diego,California,92130,United States,849021
zanubrutinib,Brukinsa,8/24/20,Treatment of extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,Designated/Approved,,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen, 09/14/2021 , 09/14/2028 ,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen,"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,756920
zanubrutinib,Brukinsa,6/29/16,Treatment of Waldenstrom's macroglobulinemia,Designated/Approved,,Treatment of adult patients with Waldenstroms macroglobulinemia (WM), 08/31/2021 , 08/31/2028 ,Treatment of adult patients with Waldenstroms macroglobulinemia (WM),"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,527616
zanubrutinib,BRUKINSA,6/23/16,Treatment of mantle cell lymphoma,Designated/Approved,,BRUKINSA is indicated for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy., 11/14/2019 , 11/14/2026 ,Indicated for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy.,"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,527416
zanubrutinib,Brukinsa,8/24/20,Treatment of nodal marginal zone lymphoma,Designated/Approved,,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen, 09/14/2021 , 09/14/2028 ,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen,"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,757120
zanubrutinib,Brukinsa,8/24/20,Treatment of splenic marginal zone lymphoma,Designated/Approved,,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen, 09/14/2021 , 09/14/2028 ,Treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one anti-CD20-based regimen,"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,757020
Zanubrutinib,,7/20/16,Treatment of chronic lymphocytic leukemia.,Designated,Not FDA Approved for Orphan Indication,,,,,"BeiGene USA, Inc.",2955 Campus Drive,Suite 200,San Mateo,California,94403,United States,527516
zapnometinib,,12/28/21,Treatment of Hantavirus infection,Designated,Not FDA Approved for Orphan Indication,,,,,Atriva Therapeutics GmbH,Eisenbahnstr. 1,,Tbingen,,72072,Germany,853921
Zenocutuzumab,,7/22/20,Treatment of pancreatic cancer,Designated,Not FDA Approved for Orphan Indication,,,,,Merus N.V.,139 Main Street,,Cambridge,Massachusetts,2142,United States,750020
zidovudine,Retrovir,7/17/85,Treatment of AIDS,Designated/Approved,,Management of certain adult patients with symptomatic HIV infection (AIDS and advanced ARC) who have a history of cytologically confirmed Pneumocytis carinii pneumonia (PCP) or an absolute CD4 (T4 helper/induccer) lymphocyte count of less than 200/mm in the peripheral blood before therapy is begun, 03/19/1987 , 03/19/1994 ,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,8185
Zilucoplan,,8/26/19,Treatment of myasthenia gravis,Designated,Not FDA Approved for Orphan Indication,,,,,"Ra Pharmaceuticals, Inc.",87 Cambridge Park Drive,,Cambridge,Massachusetts,2140,United States,699319
Zinc acetate,Galzin,11/6/85,Treatment of Wilson's disease.,Designated/Approved,,For maintenance treatment of patients with Wilson's disease who have been initially treated with a chelating agent., 01/28/1997 , 01/28/2004 ,,Lemmon Company,1510 Delp Drive,,Kulpsville,Pennsylvania,19443,United States,11185
zinflavonoids,,1/7/21,Treatment of anatomical sites of squamous cell carcinoma of oral cavity and oropharynx accessible for local and topical administration,Designated,Not FDA Approved for Orphan Indication,,,,,"Aveta Biomics, Inc.",110 Great Road,Suite 302,Bedford,Massachusetts,1730,United States,740720
Ziritaxestat,,1/27/20,Treatment of systemic sclerosis,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Galapagos NV,Generaal De Wittelaan,L11 A3,Mechelen,,,Belgium,723919
Zoledronate,"Zometa, Zabel",8/18/00,Treatment of tumor induced hypercalcemia.,Designated/Approved,,Treatment of hypercalcemia of malignancy., 08/20/2001 , 08/20/2008 ,,Novartis Pharmaceuticals Corp.,59 Route 10,,East Hanover,New Jersey,7936,United States,130899
"zoledronate D,L-lysine monohydrate (ZLM)",,4/15/15,Treatment of complex regional pain syndrome (CRPS),Designated,Not FDA Approved for Orphan Indication,,,,,"Thar Pharma, LLC",150 Gamma Dr.,,Pittsburgh,Pennsylvania,15238,United States,461014
zoledronic acid,,5/6/13,Treatment of complex regional pain syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,"Axsome Therapeutics, Inc.","25 Broadway, 9th Floor",Suite 2000,New York,New York,10004,United States,374112
Zosuquidar trihydrochloride,,12/15/05,Treatment of acute myeloid leukemia,Designated,Not FDA Approved for Orphan Indication,,,,,"Kanisa Pharmaceuticals, Inc.",12264 El Camino Real,,San Diego,California,2130,United States,212805
zotiraciclib,,11/21/19,Treatment of glioma,Designated,Not FDA Approved for Orphan Indication,,,,,"Cothera Bioscience, Inc.","2929 Campus Drive, Suite 230",,San Mateo,California,94403,United States,710719
zuretinol acetate,,12/2/10,Treatment of inherited retinal dystrophies caused by confirmed biallelic RPE65 or LRAT mutations,Designated,Not FDA Approved for Orphan Indication,,,,,Retinagenix Holdings LLC,"1900 Purdy Avenue, Unit 902",,Miami Beach,Florida,33139,United States,320410
zuretinol acetate,,12/2/10,Treatment of retinitis pigmentosa,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Retinagenix LLC,1815 Purdy Avenue,,Miami Beach,Florida,33139,United States,324410
"[(1S,2S,5S)-2-[2,6-dimethoxy-4-(2-methyloctan-2-yl)phenyl]-6,6-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methanol",,4/13/20,Prevention of proliferative vitreoretinopathy,Designated,Not FDA Approved for Orphan Indication,,,,,Tetra Bio-Pharma Inc.,365 St.-Jean Street,Suite 122,Longueuil,,,Canada,734920
[(4-benzylpiperazin-1-yl)(2-(isopentylamino)pyridin-3-yl)methanone]-phosphate,,8/7/18,Treatment of Angelman Syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,"Seneca Biopharma, Inc.",20271 Goldenrod Lane,Suite 2024,Germantown,Maryland,20876,United States,647018
[(S)-1-(L-valyl)-N_((S)-1-phenyl-2-(pyridin-2-yl)ethyl)pyrrolidine-2-carboxamide fumarate],,6/22/17,Treatment of Rett Syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,"Biohaven Pharmaceutical Holding Company, Ltd.",215 Church Street,,New Haven,Connecticut,6511,United States,582217
"[10-(4,5-dimethyl-3,6-dioxocyclohexa-1,4-dien-1-yl)decyl](triphenyl)phosphonium bromide",,11/4/21,Treatment of Leber Hereditary Optic Neuropathy,Designated,Not FDA Approved for Orphan Indication,,,,,Mitotech S.A.,42 rue de la Vallee,,Luxembourg,Luxembourg,2661,Luxembourg,846221
[11C]Acetic Acid,,2/28/19,Diagnostic for the management of hepatoblastoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Advanced Imaging Projects, LLC",7947 Brookside Ct.,,Lake Worth,Florida,33467,United States,662018
[131I]-N-(2-(diethylamino) ethyl-4-(4 flurobenzamido)-5-(iodo)-2-methoxybenzamide,,9/17/08,"Treatment of metastatic melanoma, stages IIB, IIC, III and IV",Designated,Not FDA Approved for Orphan Indication,,,,,"Molecular Insight Pharmaceuticals, Inc. (Progenics Subsidiary)",777 Old Saw Mill River Road,,Tarrytown,New York,10591,United States,268008
[2-amino-3-[3-[[4-(2-pyridyloxymethyl)phenyl]methyl]isoxazol-5-yl]pyridin-1-ium-1-yl]methyl hydrogen phosphate,,1/22/19,Treatment of cryptococcosis,Designated,Not FDA Approved for Orphan Indication,,,,,"Pfizer, Inc.",235 East 42nd Street,,New York,New York,10017,United States,667318
"[4-(4-{1-[2-(2-{2-[2-(2-{2-[2-(4-guanidinomethyl-phenoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethyl]-1H-[1,2,3]triazol-4-ylmethoxy}-3,5-diiodo-phenoxy)-3,5-diiodo-phenyl]-acetic acid",,10/17/18,Treatment of neuroblastoma,Designated,Not FDA Approved for Orphan Indication,,,,,"NanoPharmaceuticals, LLC",1 Discovery Place,,Rensselaer,New York,12144,United States,655018
"[5,10,15,20-tetrakis(1,3-diethylimidazolium-2-yl)porphyrinato] manganese(III)pentachloride",,11/4/03,Treatment of Amyotrophic Lateral Sclerosis,Designated,Not FDA Approved for Orphan Indication,,,,,"Aeolus Pharmaceuticals, Inc.",PO Box 14287; 79 T.W. Alexander Dr.,Suite 200,Research Triangle Park,North Carolina,27709,United States,176703
