_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,"3009, 3815, 584758, 584760, 585304, 612541, 823106, 825225, 827786, 827830, 829083, 829196, 831905, 832739, 832741, 832746, 832749, 835684, 835951, 837432, 838043, 838516, 838735, 838738, 838741, 854516, 854518, 6435917, 6436465, 8009073, 8024763, 8025088, 10322712, 10502255, 11532572, 11532575, 11533089, 11538857, 11538865, 14716264, 14716267, 14716363, 14716369, 14716375, 24423725, 24770575, 26705869, 26707385, 26710838, 26719259, 46499904, 46506897, 48414109, 48421644, 53788122, 56310739, 56311104, 56312083, 56313031, 56313908, 57288490, 57288709, 77506068, 81061389, 81061737, 85256784, 85256791, 89449338, 92192291, 99453648, 99453650, 99453654, 99453656, 103770672, 104410496, 115001634, 121270567, 124349685, 124385040, 135653011, 136959423, 136959448, 144187008, 144220345, 152137752, 152138125, 152198992, 160649658, 160655020, 160657503, 160963781, 163726565, 163831348, 163831356, 177899904, 181085635, 181085637, 210024260, 210024520, 210024533, 249814630, 251972809, 252146112, 252300322, 252300324, 252300555, 252824468, 283537736, 312642117, 312811034, 313369172, 315492707, 315669507, 315669509, 315669512, 315669698, 315671871, 318161803, 318591033, 319163641, 329891624, 329891639, 341814076, 348276049, 348397827, 348397833, 348398212, 348398215, 348398218, 348398221, 348398226, 348498840, 349984329, 350101793, 355190794, 364015747, 364015753, 364015758, 364015763, 364015765, 364015781, 364015785, 364015789, 364015793, 364015797, 374364452, 374364458, 374364463, 374364468, 374881949, 374881952, 381170389, 381338239, 382368031, 382368302, 385157622, 387126461, 404847051, 405529307, 438791282, 439662433, 439662440, 439662449, 439785563, 439785568, 49857525, 134989382, 135660023, 176260048, 223759750, 363902269, 419559537, 584936, 822255, 6435750, 8025524, 46504217, 46504223, 46504228, 99453643, 104233937, 121360306, 144223651, 178100228, 249896950, 250231349, 382369553, 385270240",MWUXSHHQAYIFBG-UHFFFAOYSA-N,nitric oxide,,Treatment of non-tuberculous mycobacterial lung disease,"C0024115,C0041296","Lung Disease , Tuberculous",06/05/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Novoteris, LLC|7245 Garden Grove Blvd.|Suite C|Garden Grove|California|92841|United States"
AKNNEGZIBPJZJG-MSOLQXFVSA-N,275196,"11783, 71491, 605271, 855860, 7980174, 10321868, 48416344, 49645498, 53788781, 75471156, 87544097, 103462008, 103914348, 134974758, 144203964, 163626640, 164153591, 164231648, 164235666, 170465539, 224424399, 242083405, 250137249, 252355240, 254759683, 254803389, 255372231, 275133769, 312322412, 315673958, 318023831, 318161825, 319215018, 319554032, 340514848, 340516157, 348681407, 349995593, 355038184, 363907250, 375103439, 381405922, 381744894, 384249500, 387022025, 387069883, 404770129, 419504550, 433778910, 433788136, 434302374, 438473128, 438484818, 10506285, 75471150, 85088314, 162091654, 250087425, 341136262, 363593782, 387069884, 404755009, 405447266, 439993930, 75471152, 163136912, 336351273, 381971197, 387022669, 406573207, 49998540, 75471153, 384567936, 384571634, 134979899, 319222707, 49985387, 75471149, 75471151, 75471154, 75471155, 319333276, 319340925, 319366420, 441074327",AKNNEGZIBPJZJG-MSOLQXFVSA-N,noscapine,,Treatment of amyotrophic lateral sclerosis.,C0002736,Amyotrophic Lateral Sclerosis,12/29/2015,Designated,Not FDA Approved for Orphan Indication,,,,,KineMed Inc.|5980 Horton Street|Suite 470|Emeryville|California|94608|United States
DEQANNDTNATYII-JPZSUCLZSA-N,138107728,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-JPZSUCLZSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-LIXSYSMXSA-N,44311916,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-LIXSYSMXSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-XOEBDJBESA-N,90488715,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-XOEBDJBESA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-FLDZURHUSA-N,86289069,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-FLDZURHUSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-MEUDYGGUSA-N,44420813,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-MEUDYGGUSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-RRCPSWKPSA-N,6400441,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-RRCPSWKPSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-UHFFFAOYSA-N,383414,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-UHFFFAOYSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
DEQANNDTNATYII-OULOTJBUSA-N,448601,"634298, 7980181, 46504600, 50992192, 53788390, 57654743, 103643859, 104117091, 135012855, 162247893, 187072146, 223912963, 241138940, 251915684, 251917034, 252355505, 274606848, 312695708, 316907269, 319223712, 341141282, 341838075, 347636593, 355036068, 374369709, 375201957, 381355181, 384428470, 384568403, 385786544, 386286712, 386623550, 404608102, 434303134, 438484010, 9514, 50065276, 50992191, 135652471, 319220270, 347216711, 349977240, 375561594, 385650829, 386487279, 387083716, 440790434, 144206618, 162224754, 312227935, 315683837, 319313890, 348282884, 384572263, 406803110, 419590903, 254785644, 310278278, 319391120, 438476014, 223440538, 252156122, 313074744, 319403417, 319420474, 354701795, 375744167, 426285912, 50992193, 103954992, 126684302, 313102201, 318161832, 322093786, 347832039, 348352357, 355045920, 364197560, 438553736, 441079792",DEQANNDTNATYII-OULOTJBUSA-N,Octreotide,Sandostatin LAR,Treatment of acromegaly.,C0001206,Acromegaly,08/24/1998,Designated/Approved,,Reduction of growth hormone and IGF-1 (somatomedin C) in acromegaly., 11/25/1998 , 11/25/2005 ,,Novartis Pharmaceuticals Corporation|59 Route 10|East Hanover|New Jersey|7936|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,10/11/2018,Designated/Approved,,Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious gBRCAm metastatic pancreatic adenocarcinoma whose disease has not progressed on at least 16 weeks of a first-line platinum-based chemotherapy regimen. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza., 12/27/2019 , 12/27/2026 ,Indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious gBRCAm metastatic pancreatic adenocarcinoma whose disease has not progressed on at least 16 weeks of a first-line platinum-based chemotherapy regimen. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza.,AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P.O. Box 8355|Wilmington|Delaware|19803|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of ovarian cancer,C4721610,Ovarian Cancer,10/16/2013,Designated/Approved,,Indicated as monotherapy in patients with deleterious or suspected deleterious germline BRCA mutated (as detected by an FDA-approved test) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy, 12/19/2014 , 12/19/2021 ,Use as monotherapy for patients with deleterious or suspected deleterious germline BRCA mutated (as detected by an FDA-approved test) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy,AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
TZKBVRDEOITLRB-UHFFFAOYSA-N,51038269,404859077,TZKBVRDEOITLRB-UHFFFAOYSA-N,olverembatinib,,Treatment of chronic myeloid leukemia,C0023473,Chronic myeloid leukemia,04/22/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Ascentage Pharma Group Inc.|800 King Farm Blvd., Suite 300|Rockville|Maryland|20850|United States"
RJCWBNBKOKFWNY-IDPLTSGASA-N,71811910,"210274763, 210280396, 223365909, 252300241, 253659513, 319413630, 347247628, 347713713, 347828744, 354342699, 355039635, 375570027, 384569196, 385649066, 386485502, 405270483, 406865865, 433864955, 434128147, 276006183, 319430706, 376162849, 434316056, 438493686, 319423913, 387252395, 404778358, 405539861, 332853801, 375578201",RJCWBNBKOKFWNY-IDPLTSGASA-N,omaveloxolone,,Treatment of stage IIb through IV malignant melanoma,C0025202,Malignant Melanoma,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Reata Pharmaceuticals, Inc.|2801 Gateway Dr.|Suite 150|Irving|Texas|75063|United States"
